GDS5673
ID_REF	GSM1146158	GSM1146159	GSM1146160	GSM1146161	GSM1146165	GSM1146166	GSM1146167	GSM1146162	GSM1146163	GSM1146164	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	Nucleotide Title	GI	GenBank Accession	Platform_CLONEID	Platform_ORF	Platform_SPOTID	Chromosome location	Chromosome annotation	GO:Function	GO:Process	GO:Component	GO:Function ID	GO:Process ID	GO:Component ID
10397561	280.139	196.72	250.732	237.207	212.306	284.05	245.572	203.657	272.479	191.341	aarF domain containing kinase 1	Adck1	72113				Mus musculus aarF domain containing kinase 1 (Adck1), transcript variant 1, mRNA///Mus musculus aarF domain containing kinase 1 (Adck1), transcript variant 2, mRNA///Mus musculus aarF domain containing kinase 1 (Adck1), transcript variant 3, mRNA///PREDICTED: Mus musculus aarF domain containing kinase 1 (Adck1), transcript variant X1, mRNA///PREDICTED: Mus musculus aarF domain containing kinase 1 (Adck1), transcript variant X4, mRNA///Mus musculus 14 days pregnant adult female placenta cDNA, RIKEN full-length enriched library, clone:I530022J17 product:aarF domain containing kinase 1, full insert sequence///Mus musculus aarF domain containing kinase 1, mRNA (cDNA clone MGC:19303 IMAGE:4162365), complete cds	471434861///471434863///471434860///1039741932///1039741936///74219359///14714780	NM_001277296///NM_001277297///NM_028105///XM_006516245///XM_006516248///AK145987///BC010539			chr12:88360554-88461719	12 E	Chromosome 12, NC_000078.6 (88360491..88461726)	3-phosphoinositide-dependent protein kinase activity///AMP-activated protein kinase activity///ATP binding///DNA-dependent protein kinase activity///GTP-dependent protein kinase activity///JUN kinase activity///JUN kinase kinase activity///JUN kinase kinase kinase activity///MAP kinase kinase activity///MAP kinase kinase kinase activity///MAP kinase kinase kinase kinase activity///NF-kappaB-inducing kinase activity///SAP kinase activity///calcium-dependent protein kinase C activity///cyclic nucleotide-dependent protein kinase activity///cyclin-dependent protein kinase activating kinase activity///eukaryotic translation initiation factor 2alpha kinase activity///kinase activity///molecular_function///nucleotide binding///protein kinase activity///protein serine/threonine kinase activity///receptor signaling protein serine/threonine kinase activity///ribosomal protein S6 kinase activity///transferase activity///transmembrane receptor protein kinase activity///transmembrane receptor protein serine/threonine kinase activity	biological_process///phosphorylation///protein phosphorylation	extracellular region///mitochondrion	GO:0004676///GO:0004679///GO:0005524///GO:0004677///GO:0034211///GO:0004705///GO:0008545///GO:0004706///GO:0004708///GO:0004709///GO:0008349///GO:0004704///GO:0016909///GO:0004698///GO:0004690///GO:0019912///GO:0004694///GO:0016301///GO:0003674///GO:0000166///GO:0004672///GO:0004674///GO:0004702///GO:0004711///GO:0016740///GO:0019199///GO:0004675	GO:0008150///GO:0016310///GO:0006468	GO:0005576///GO:0005739
10397708	100.427	122.786	93.7015	120.259	106.891	106.891	102.537	127.116	95.0095	112.986												chr12:99505955-99544041								
10397786	55.7152	57.68	50.9143	62.6829	45.8866	50.9143	50.2134	58.4852	45.5696	62.6829	kinesin family member 4, pseudogene	Kif4-ps	74947				Mus musculus kinesin family member 4, pseudogene (Kif4-ps), non-coding RNA	295844827	NR_033653			chr12:101145611-101147611	12 E	Chromosome 12, NC_000078.6 (101145609..101149273)						
10397984	55.3304	41.6429	63.5579	71.0124	46.5271	57.2816	60.9688	42.8137	75.5835	76.1093	protein phosphatase 4, regulatory subunit 4	Ppp4r4	74521				Mus musculus protein phosphatase 4, regulatory subunit 4 (Ppp4r4), mRNA///PREDICTED: Mus musculus protein phosphatase 4, regulatory subunit 4 (Ppp4r4), transcript variant X4, mRNA///Mus musculus 16 days embryo lung cDNA, RIKEN full-length enriched library, clone:8430415E04 product:hypothetical HEAT repeat/HEAT repeat profile containing protein, full insert sequence///Mus musculus premature mRNA for mKIAA1622 protein///Mus musculus protein phosphatase 4, regulatory subunit 4, mRNA (cDNA clone MGC:132872 IMAGE:40060481), complete cds///Mus musculus protein phosphatase 4, regulatory subunit 4, mRNA (cDNA clone MGC:132871 IMAGE:40060480), complete cds	226958493///1039742006///12858101///50511026///109730188///109730186	NM_028980///XM_006516311///AK018414///AK173221///BC111887///BC113754			chr12:103532565-103613749	12 F1	Chromosome 12, NC_000078.6 (103532289..103613839)	protein binding///protein phosphatase regulator activity	negative regulation of phosphoprotein phosphatase activity///regulation of protein serine/threonine phosphatase activity	cytoplasm///protein serine/threonine phosphatase complex	GO:0005515///GO:0019888	GO:0032515///GO:0080163	GO:0005737///GO:0008287
10398100	124.5	132.514	111.43	145.009	123.64	135.298	117.784	133.436	136.239	138.141	T cell leukemia/lymphoma 1B, 5	Tcl1b5	27382				Mus musculus T cell leukemia/lymphoma 1B, 5 (Tcl1b5), mRNA///Mus musculus T-cell leukemia protein Tcl1b5 mRNA, complete cds///Mus musculus T-cell leukemia/lymphoma 1B, 5, mRNA (cDNA clone MGC:158997 IMAGE:40129809), complete cds	7305560///6466142///116138625	NM_013776///AF195493///BC125294			chr12:105176358-105181147	12 55.23 cM	Chromosome 12, NC_000078.6 (105176358..105181145)						
10398483	2817.11	2352.53	2817.11	2241.11	2385.37	3281.18	2797.65	2435.5	2998.45	2368.9	dynein cytoplasmic 1 heavy chain 1	Dync1h1	13424				Mus musculus dynein cytoplasmic 1 heavy chain 1 (Dync1h1), mRNA///Mus musculus cytoplasmic dynein heavy chain mRNA, complete cds///Mus musculus cDNA clone IMAGE:4913179, **** WARNING: chimeric clone ****	134288916///9717244///20071505	NM_030238///AY004877///BC026518			chr12:110601452-110666924	12 60.7 cM	Chromosome 12, NC_000078.6 (110601395..110666944)	ATP binding///ATPase activity///dynein light intermediate chain binding///dynein light intermediate chain binding///microtubule motor activity///motor activity///nucleotide binding///poly(A) RNA binding///protein binding	cilium movement///cytoplasmic mRNA processing body assembly///establishment of spindle localization///microtubule-based movement///stress granule assembly///transport	centrosome///cytoplasm///cytoplasmic dynein complex///cytoplasmic dynein complex///cytoskeleton///dynein complex///extracellular exosome///extracellular matrix///filopodium///membrane///microtubule	GO:0005524///GO:0016887///GO:0051959///GO:0051959///GO:0003777///GO:0003774///GO:0000166///GO:0044822///GO:0005515	GO:0003341///GO:0033962///GO:0051293///GO:0007018///GO:0034063///GO:0006810	GO:0005813///GO:0005737///GO:0005868///GO:0005868///GO:0005856///GO:0030286///GO:0070062///GO:0031012///GO:0030175///GO:0016020///GO:0005874
10398824	134.364	137.187	116.162	152.219	155.417	131.599	117.784	130.69	117.784	152.219	RIKEN cDNA A530016L24 gene	A530016L24Rik	319942				Mus musculus RIKEN cDNA A530016L24 gene (A530016L24Rik), mRNA///PREDICTED: Mus musculus RIKEN cDNA A530016L24 gene (A530016L24Rik), transcript variant X2, mRNA///Mus musculus RIKEN cDNA A530016L24 gene, mRNA (cDNA clone MGC:32149 IMAGE:4924828), complete cds///Mus musculus RIKEN cDNA A530016L24 gene, mRNA (cDNA clone MGC:106887 IMAGE:1067695), complete cds///Mus musculus adult male aorta and vein cDNA, RIKEN full-length enriched library, clone:A530029K01 product:unclassifiable, full insert sequence	281332162///1039740987///20071510///66794524///26088101	NM_177039///XM_006515981///BC026527///BC096642///AK040838			chr12:112489467-112499118	12 F1	Chromosome 12, NC_000078.6 (112489396..112499928)	molecular_function	biological_process	integral component of membrane///membrane///plasma membrane	GO:0003674	GO:0008150	GO:0016021///GO:0016020///GO:0005886
10399224	1541.37	1541.37	1243.34	1314.23	1418.35	1209.34	1296.13	1573.76	1418.35	1530.73	RIKEN cDNA 1110002L01 gene	1110002L01Rik	100043040				Mus musculus RIKEN cDNA 1110002L01 gene (1110002L01Rik), long non-coding RNA///Mus musculus 13 days embryo forelimb cDNA, RIKEN full-length enriched library, clone:5930428C01 product:unclassifiable, full insert sequence	262231849///26082196	NR_030694///AK031200			chr12:3405308-3426644	12 A1.1	Chromosome 12, NC_000078.6 (3403883..3426747, complement)	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575
10399391	294.067	421.679	280.139	321.795	302.334	224.411	324.034	421.679	342.509	404.501	GEN1, Holliday junction 5' flap endonuclease	Gen1	209334				Mus musculus GEN1, Holliday junction 5' flap endonuclease (Gen1), mRNA///Mus musculus Gen homolog 1, endonuclease (Drosophila), mRNA (cDNA clone MGC:115970 IMAGE:30659763), complete cds///Mus musculus cDNA clone IMAGE:30092757///Mus musculus Gen homolog 1, endonuclease (Drosophila), mRNA (cDNA clone MGC:169781 IMAGE:8861176), complete cds///Mus musculus Gen homolog 1, endonuclease (Drosophila), mRNA (cDNA clone MGC:169782 IMAGE:8861177), complete cds	148540147///60334794///157742852///187957571///187957027	NM_177331///BC090653///BC099936///BC138157///BC138158			chr12:11239741-11265787	12 A1.1	Chromosome 12, NC_000078.6 (11239718..11266029, complement)	DNA binding///T/G mismatch-specific endonuclease activity///catalytic activity///crossover junction endodeoxyribonuclease activity///endonuclease activity///hydrolase activity///metal ion binding///nuclease activity///phosphoric ester hydrolase activity///retroviral 3' processing activity	DNA repair///cellular response to DNA damage stimulus///double-strand break repair via homologous recombination///positive regulation of mitotic cell cycle spindle assembly checkpoint///regulation of centrosome duplication///resolution of mitotic recombination intermediates///resolution of recombination intermediates	centrosome///extracellular exosome///nucleus	GO:0003677///GO:0043765///GO:0003824///GO:0008821///GO:0004519///GO:0016787///GO:0046872///GO:0004518///GO:0042578///GO:0044824	GO:0006281///GO:0006974///GO:0000724///GO:0090267///GO:0010824///GO:0071140///GO:0071139	GO:0005813///GO:0070062///GO:0005634
10399478	1640.59	1520.15	2272.4	2076.59	2288.2	2210.26	2469.49	1758.34	2210.26	2048	lipin 1	Lpin1	14245				Mus musculus lipin 1 (Lpin1), transcript variant 3, mRNA///Mus musculus lipin 1 (Lpin1), transcript variant 2, mRNA///Mus musculus lipin 1 (Lpin1), transcript variant 1, mRNA///PREDICTED: Mus musculus lipin 1 (Lpin1), transcript variant X1, mRNA///PREDICTED: Mus musculus lipin 1 (Lpin1), transcript variant X7, mRNA///PREDICTED: Mus musculus lipin 1 (Lpin1), transcript variant X8, mRNA///Mus musculus mRNA for mKIAA0188 protein///Mus musculus Lpin1 (Kiaa0188) mRNA, complete cds///Mus musculus lipin 1-b (Lpin1) mRNA, complete cds///Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4921514G21 product:lipin 1, full insert sequence///Mus musculus lipin 1, mRNA (cDNA clone MGC:36848 IMAGE:4211202), complete cds	194353984///194353982///194353983///1039739763///1039739769///1039739770///26006110///7264654///15788426///12859809///27769016	NM_001130412///NM_015763///NM_172950///XM_006514975///XM_006514984///XM_006514986///AB093214///AF180471///AF412811///AK019539///BC042462			chr12:16535957-16610966	12 7.9 cM	Chromosome 12, NC_000078.6 (16535669..16646969, complement)	RNA polymerase II transcription factor binding///histone deacetylase binding///hydrolase activity///phosphatidate phosphatase activity///phosphatidate phosphatase activity///protein binding	actin cytoskeleton reorganization///cellular response to insulin stimulus///cellular response to insulin stimulus///fat cell differentiation///fatty acid catabolic process///lipid metabolic process///negative regulation of transcription from RNA polymerase II promoter///positive regulation of histone deacetylation///positive regulation of transcription from RNA polymerase II promoter///regulation of fat cell differentiation///regulation of transcription from RNA polymerase II promoter///regulation of transcription, DNA-templated///ruffle organization///transcription, DNA-templated///triglyceride biosynthetic process	cytoplasm///endoplasmic reticulum///membrane///mitochondrial outer membrane///mitochondrion///nucleus///transcription factor complex	GO:0001085///GO:0042826///GO:0016787///GO:0008195///GO:0008195///GO:0005515	GO:0031532///GO:0032869///GO:0032869///GO:0045444///GO:0009062///GO:0006629///GO:0000122///GO:0031065///GO:0045944///GO:0045598///GO:0006357///GO:0006355///GO:0031529///GO:0006351///GO:0019432	GO:0005737///GO:0005783///GO:0016020///GO:0005741///GO:0005739///GO:0005634///GO:0005667
10400057	183.546	194.012	568.1	512	282.088	484.382	522.758	263.197	621.668	675.588	ADP-ribosylation factor-like 4A	Arl4a	11861				Mus musculus ADP-ribosylation factor-like 4A (Arl4a), transcript variant 2, mRNA///Mus musculus ADP-ribosylation factor-like 4A (Arl4a), transcript variant 1, mRNA///Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4922505C08 product:ADP-ribosylation factor-like protein 4 homolog [Mus musculus], full insert sequence///Mus musculus ADP-ribosylation factor-like 4A, mRNA (cDNA clone IMAGE:3599701)///Mus musculus ADP-ribosylation factor-like 4A, mRNA (cDNA clone MGC:36121 IMAGE:3979729), complete cds	87252728///87252732///74148271///13277627///22137416	NM_001039515///NM_007487///AK161281///BC003725///BC029234			chr12:40005447-40037987	12 18.06 cM	Chromosome 12, NC_000078.6 (40033291..40037987, complement)	GTP binding///GTPase activity///nucleotide binding	brown fat cell differentiation///small GTPase mediated signal transduction	cytoplasm///intracellular///membrane///nucleolus///nucleoplasm///nucleus///nucleus///plasma membrane	GO:0005525///GO:0003924///GO:0000166	GO:0050873///GO:0007264	GO:0005737///GO:0005622///GO:0016020///GO:0005730///GO:0005654///GO:0005634///GO:0005634///GO:0005886
10400109	809.002	873.098	814.629	897.644	820.296	803.414	820.296	855.13	792.353	814.629	zinc finger protein 277	Zfp277	246196				Mus musculus zinc finger protein 277 (Zfp277), transcript variant 1, mRNA///Mus musculus zinc finger protein 277 (Zfp277), transcript variant 2, mRNA///Mus musculus zinc finger protein 277, mRNA (cDNA clone MGC:49169 IMAGE:5004865), complete cds	238550140///238550142///28175335	NM_172575///NM_178845///BC043453			chr12:40315046-40445780	12 B1	Chromosome 12, NC_000078.6 (40315046..40445790, complement)	RNA polymerase II core promoter sequence-specific DNA binding///protein binding	cellular response to hydrogen peroxide///regulation of cellular senescence	cellular_component	GO:0000979///GO:0005515	GO:0070301///GO:2000772	GO:0005575
10400254	995.999	885.286	942.272	867.067	903.888	1136.2	948.826	891.444	962.071	820.296	HEAT repeat containing 5A	Heatr5a	320487				Mus musculus HEAT repeat containing 5A (Heatr5a), mRNA///Mus musculus 15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930036F22 product:hypothetical ARM repeat structure containing protein, full insert sequence///Mus musculus HEAT repeat containing 5A, mRNA (cDNA clone MGC:99412 IMAGE:30544145), complete cds///Mus musculus 10 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:B930037B01 product:hypothetical FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase)/Binding-protein-dependent transport systems inner membrane component containing protein, full insert sequence	118130348///26095540///56104629///26338653	NM_177171///AK053055///BC086656///AK047221			chr12:51875873-51971321	12 C1	Chromosome 12, NC_000078.6 (51875871..51971330, complement)	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575
10400304	278.204	300.246	1618	1686.71	433.534	1758.34	1618	494.559	1389.16	1758.34	egl-9 family hypoxia-inducible factor 3	Egln3	112407				Mus musculus egl-9 family hypoxia-inducible factor 3 (Egln3), mRNA///Mus musculus SM-20 mRNA, complete cds///Mus musculus EGL nine homolog 3 (C. elegans), mRNA (cDNA clone MGC:49409 IMAGE:5373240), complete cds///Mus musculus EGL nine homolog 3 (C. elegans), mRNA (cDNA clone MGC:65566 IMAGE:6528802), complete cds///Mus musculus EGL nine homolog 3 (C. elegans), mRNA (cDNA clone MGC:78112 IMAGE:4978765), complete cds///Mus musculus EGL nine homolog 3 (C. elegans), mRNA (cDNA clone MGC:36685 IMAGE:5371854), complete cds	269308212///16326597///28279978///34849494///47122732///18606151	NM_028133///AF421882///BC044926///BC058278///BC069893///BC022961			chr12:54178981-54203909	12 C1	Chromosome 12, NC_000078.6 (54178981..54203874, complement)	L-ascorbic acid binding///dioxygenase activity///iron ion binding///metal ion binding///oxidoreductase activity///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors///peptidyl-proline 4-dioxygenase activity///peptidyl-proline dioxygenase activity	apoptotic process///cellular response to DNA damage stimulus///oxidation-reduction process///peptidyl-proline hydroxylation to 4-hydroxy-L-proline///protein hydroxylation///regulation of cell proliferation///regulation of cell proliferation///regulation of neuron apoptotic process	cytoplasm///nucleus	GO:0031418///GO:0051213///GO:0005506///GO:0046872///GO:0016491///GO:0016705///GO:0016706///GO:0031545///GO:0031543	GO:0006915///GO:0006974///GO:0055114///GO:0018401///GO:0018126///GO:0042127///GO:0042127///GO:0043523	GO:0005737///GO:0005634
10400383	212.306	179.769	225.972	160.898	172.446	227.544	212.306	179.769	207.937	179.769	RIKEN cDNA 2700097O09 gene	2700097O09Rik	72658				Mus musculus RIKEN cDNA 2700097O09 gene (2700097O09Rik), transcript variant 1, mRNA///Mus musculus RIKEN cDNA 2700097O09 gene (2700097O09Rik), transcript variant 2, non-coding RNA///PREDICTED: Mus musculus RIKEN cDNA 2700097O09 gene (2700097O09Rik), transcript variant X3, misc_RNA///Mus musculus RIKEN cDNA 2700097O09 gene, mRNA (cDNA clone MGC:66777 IMAGE:5694212), complete cds///Mus musculus 16 days neonate cerebellum cDNA, RIKEN full-length enriched library, clone:9630036G15 product:hypothetical S-adenosyl-L-methionine-dependent methyltransferases structure containing protein, full insert sequence///Mus musculus RIKEN cDNA 2700097O09 gene, mRNA (cDNA clone IMAGE:3595243), with apparent retained intron	268607550///268607552///1039741957///34785218///26347936///19116240	NM_028314///NR_030764///XR_381546///BC056967///AK079348///BC016540			chr12:55045661-55080110	12 C1	Chromosome 12, NC_000078.6 (55045661..55080452, complement)	S-adenosylmethionine-dependent methyltransferase activity	methylation	cytoplasm	GO:0008757	GO:0032259	GO:0005737
10400718	929.3	948.826	1016.93	1016.93	929.3	1045.52	1031.12	910.175	935.763	929.3	son of sevenless homolog 2 (Drosophila)	Sos2	20663				Mus musculus son of sevenless homolog 2 (Drosophila) (Sos2), mRNA	208022615	NM_001135559			chr12:69583766-69681601	12 C3-D	Chromosome 12, NC_000078.6 (69583761..69681852, complement)	DNA binding///Ras guanyl-nucleotide exchange factor activity///Rho guanyl-nucleotide exchange factor activity///guanyl-nucleotide exchange factor activity///protein binding///protein heterodimerization activity	B cell homeostasis///lymphocyte homeostasis///positive regulation of small GTPase mediated signal transduction///regulation of Rho protein signal transduction///regulation of T cell differentiation in thymus///regulation of T cell proliferation///regulation of pro-B cell differentiation///small GTPase mediated signal transduction		GO:0003677///GO:0005088///GO:0005089///GO:0005085///GO:0005515///GO:0046982	GO:0001782///GO:0002260///GO:0051057///GO:0035023///GO:0033081///GO:0042129///GO:2000973///GO:0007264	
10400894	165.421	179.769	162.017	157.586	165.421	149.086	164.279	188.706	170.072	181.019	G protein-coupled receptor 135	Gpr135	238252				Mus musculus G protein-coupled receptor 135 (Gpr135), mRNA///Mus musculus G protein-coupled receptor 135 (Gpr135) mRNA, complete cds///Mus musculus G protein-coupled receptor 135, mRNA (cDNA clone MGC:69736 IMAGE:6809932), complete cds///Mus musculus G protein-coupled receptor 135, mRNA (cDNA clone MGC:170959 IMAGE:8862354), complete cds///Mus musculus G protein-coupled receptor 135, mRNA (cDNA clone MGC:170962 IMAGE:8862357), complete cds///Mus musculus G protein-coupled receptor 135, mRNA (cDNA clone IMAGE:40056233), complete cds	32306523///32165533///38565931///187952198///187954272///159155569	NM_181752///AY288425///BC062104///BC139332///BC139335///BC148305			chr12:72069618-72070991	12 C3	Chromosome 12, NC_000078.6 (72069618..72070991, complement)	G-protein coupled receptor activity///molecular_function///signal transducer activity	G-protein coupled receptor signaling pathway///biological_process///signal transduction	cellular_component///integral component of membrane///membrane///plasma membrane	GO:0004930///GO:0003674///GO:0004871	GO:0007186///GO:0008150///GO:0007165	GO:0005575///GO:0016021///GO:0016020///GO:0005886
10400989	49.5221	51.2685	50.2134	58.0812	53.8174	51.9842	49.8665	51.2685	53.8174	59.7141	potassium voltage-gated channel, subfamily H (eag-related), member 5	Kcnh5	238271				Mus musculus potassium voltage-gated channel, subfamily H (eag-related), member 5 (Kcnh5), mRNA///Mus musculus potassium voltage-gated channel, subfamily H (eag-related), member 5, mRNA (cDNA clone MGC:76437 IMAGE:30094199), complete cds	255522968///42490786	NM_172805///BC066138			chr12:74897220-75177332	12 C3	Chromosome 12, NC_000078.6 (74897217..75177332, complement)	calmodulin binding///ion channel activity///ion channel binding///phosphorelay sensor kinase activity///potassium channel activity///protein heterodimerization activity///voltage-gated ion channel activity///voltage-gated potassium channel activity	ion transport///phosphorelay signal transduction system///potassium ion transmembrane transport///potassium ion transport///regulation of G2/M transition of mitotic cell cycle///regulation of ion transmembrane transport///regulation of membrane potential///transmembrane transport///transport	cell surface///integral component of membrane///integral component of plasma membrane///intracellular///membrane	GO:0005516///GO:0005216///GO:0044325///GO:0000155///GO:0005267///GO:0046982///GO:0005244///GO:0005249	GO:0006811///GO:0000160///GO:0071805///GO:0006813///GO:0010389///GO:0034765///GO:0042391///GO:0055085///GO:0006810	GO:0009986///GO:0016021///GO:0005887///GO:0005622///GO:0016020
10401109	160.898	137.187	116.97	135.298	96.3358	104.691	120.259	135.298	88.647	122.786	glutathione peroxidase 2	Gpx2	14776				Mus musculus glutathione peroxidase 2 (Gpx2), mRNA///Mus musculus glutathione peroxidase 2, mRNA (cDNA clone MGC:19146 IMAGE:4218623), complete cds///Mus musculus glutathione peroxidase 2, mRNA (cDNA clone MGC:32403 IMAGE:5038341), complete cds///Mus musculus glutathione peroxidase 2, mRNA (cDNA clone MGC:49159 IMAGE:4987478), complete cds///Mus musculus glutathione peroxidase 2, mRNA (cDNA clone MGC:62872 IMAGE:6529267), complete cds	145275167///14789915///21707880///25123159///32766273	NM_030677///BC010823///BC034335///BC039658///BC054848			chr12:76792335-76795506	12 33.73 cM	Chromosome 12, NC_000078.6 (76792335..76795554, complement)	glutathione peroxidase activity///glutathione peroxidase activity///glutathione peroxidase activity///oxidoreductase activity///peroxidase activity	interaction with symbiont///negative regulation of inflammatory response to antigenic stimulus///oxidation-reduction process///response to oxidative stress///response to symbiotic bacterium///temperature homeostasis	cytoplasm///cytosol///extracellular exosome	GO:0004602///GO:0004602///GO:0004602///GO:0016491///GO:0004601	GO:0051702///GO:0002862///GO:0055114///GO:0006979///GO:0009609///GO:0001659	GO:0005737///GO:0005829///GO:0070062
10401416	160.898	195.361	168.897	172.446	177.294	172.446	159.786	195.361	136.239	186.108	HEAT repeat containing 4	Heatr4	101055670	Transcribed locus, strongly similar to XP_003945540.1 PREDICTED: uncharacter...		Mm.470592	PREDICTED: Mus musculus HEAT repeat containing 4 (Heatr4), mRNA///Mus musculus 15 days embryo male testis cDNA, RIKEN full-length enriched library, clone:8030489M13 product:hypothetical Alanine-rich region/Treacher Collins syndrome protein Treacle containing protein, full insert sequence	755543934///26347494	XM_006516452///AK078791			chr12:83950690-83951355	12 38.98 cM	Chromosome 12, NC_000078.6 (83945213..83984871, complement)	molecular_function	biological_process	cellular_component	GO:0003674	GO:0008150	GO:0005575
10401527	250.732	176.069	218.275	157.586	216.767	296.112	227.544	164.279	205.074	151.167	latent transforming growth factor beta binding protein 2	Ltbp2	16997				Mus musculus latent transforming growth factor beta binding protein 2 (Ltbp2), mRNA///Mus musculus latent TGF-beta binding protein-2 mRNA, complete cds///Mus musculus latent transforming growth factor beta binding protein 2, mRNA (cDNA clone MGC:144212 IMAGE:40099725), complete cds///Mus musculus 15 days embryo head cDNA, RIKEN full-length enriched library, clone:D930007I24 product:latent transforming growth factor beta binding protein 2, full insert sequence	158341635///2213908///110645903///26343144	NM_013589///AF004874///BC119785///AK052980			chr12:84783212-84876532	12 D	Chromosome 12, NC_000078.6 (84783212..84877270, complement)	calcium ion binding///growth factor binding///heparin binding	extracellular fibril organization///extracellular fibril organization	extracellular exosome///colocalizes_with extracellular matrix///extracellular region///extracellular space	GO:0005509///GO:0019838///GO:0008201	GO:0043206///GO:0043206	GO:0070062///colocalizes_with GO:0031012///GO:0005576///GO:0005615
10401743	52.3457	58.892	45.2548	49.18	44.9422	44.9422	44.3235	64.8934	55.3304	50.5626	NADP+ dependent oxidoreductase domain containing 1	Noxred1	71275				Mus musculus NADP+ dependent oxidoreductase domain containing 1 (Noxred1), mRNA///Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4933437F05 product:hypothetical NAD(P)-binding Rossmann-fold domains structure containing protein, full insert sequence///Mus musculus RIKEN cDNA 4933437F05 gene, mRNA (cDNA clone MGC:159034 IMAGE:40129846), complete cds///Mus musculus RIKEN cDNA 4933437F05 gene, mRNA (cDNA clone MGC:159036 IMAGE:40129848), complete cds	116812876///12856181///116138638///116138244	NM_027744///AK017096///BC125331///BC125333			chr12:87221123-87238601	12 E	Chromosome 12, NC_000078.6 (87221123..87238601, complement)	N-ethylmaleimide reductase activity///NADPH:sulfur oxidoreductase activity///epoxyqueuosine reductase activity///malolactic enzyme activity///molecular_function///oxidoreductase activity///pyrroline-5-carboxylate reductase activity///reduced coenzyme F420 dehydrogenase activity///sulfur oxygenase reductase activity	oxidation-reduction process///proline biosynthetic process	cellular_component	GO:0008748///GO:0043914///GO:0052693///GO:0043883///GO:0003674///GO:0016491///GO:0004735///GO:0043738///GO:0043826	GO:0055114///GO:0006561	GO:0005575
10401753	929.3	709.176	955.426	685.019	849.223	1168.14	891.444	729.114	982.286	699.413	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	Vipas39	104799				Mus musculus VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog (Vipas39), transcript variant 1, mRNA///Mus musculus VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog (Vipas39), transcript variant 2, mRNA///Mus musculus VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog (Vipas39), transcript variant 3, mRNA///PREDICTED: Mus musculus VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog (Vipas39), transcript variant X1, mRNA///Mus musculus expressed sequence AI413782, mRNA (cDNA clone MGC:6871 IMAGE:2651233), complete cds///Mus musculus expressed sequence AI413782, mRNA (cDNA clone MGC:38431 IMAGE:5346489), complete cds	217272817///217035165///217035167///1039739591///16741700///23271813	NM_001142580///NM_001142581///NM_134044///XM_006515339///BC016646///BC023716			chr12:87238875-87266209	12 D2	Chromosome 12, NC_000078.6 (87238875..87266374, complement)	molecular_function	cell differentiation///intracellular protein transport///protein transport///regulation of transcription, DNA-templated///spermatogenesis///transcription, DNA-templated///transport	cytoplasm///cytoplasmic vesicle///early endosome///endosome///late endosome///recycling endosome	GO:0003674	GO:0030154///GO:0006886///GO:0015031///GO:0006355///GO:0007283///GO:0006351///GO:0006810	GO:0005737///GO:0031410///GO:0005769///GO:0005768///GO:0005770///GO:0055037
